1,饮料类,1,10
2,小吃类,1,10
3,罐装食品类,1,10
4,储藏室类,1,10
5,饮料类,1,10
6,饮料类,1,10
7,饮料类,1,10
8,其他类,1,10
9,家居类,1,10
10,冷冻类,1,10
11,个人护理类,1,10
12,家居类,1,10
13,家居类,1,10
14,乳蛋类,1,10
15,乳蛋类,1,10
16,个人护理类,1,10
17,个人护理类,1,10
18,罐装食品类,1,10
19,家居类,1,10
20,婴幼儿类,1,10
21,冷冻类,1,10
22,小吃类,1,10
23,乳蛋类,1,10
24,肉品海鲜类,1,10
25,家居类,1,10
26,个人护理类,1,10
27,小吃类,1,10
28,个人护理类,1,10
29,个人护理类,1,10
30,个人护理类,1,10
31,个人护理类,1,10
32,宠物类,1,10
33,婴幼儿类,1,10
34,冷冻类,1,10
35,酒类,1,10
36,杂货类,1,10
37,冷冻类,1,10
38,个人护理类,1,10
39,储藏室类,1,10
40,熟食类,1,10
41,家居类,1,10
42,家居类,1,10
43,储藏室类,1,10
44,早餐类,1,10
45,婴幼儿类,1,10
46,个人护理类,1,10
47,个人护理类,1,10
48,储藏室类,1,10
49,个人护理类,1,10
50,冷冻类,1,10
51,小吃类,1,10
52,小吃类,1,10
53,饮料类,1,10
54,个人护理类,1,10
55,乳蛋类,1,10
56,干货面团类,1,10
57,肉品海鲜类,1,10
58,酒类,1,10
59,肉品海鲜类,1,10
60,小吃类,1,10
61,个人护理类,1,10
62,个人护理类,1,10
63,个人护理类,1,10
64,饮料类,1,10
65,酒类,1,10
66,烘焙类,1,10
67,饮料类,1,10
68,婴幼儿类,1,10
69,饮料类,1,10
70,家居类,1,10
71,个人护理类,1,10
72,其他类,1,10
73,干货面团类,1,10
74,罐装食品类,1,10
75,乳蛋类,1,10
76,烘焙类,1,10
77,农产品类,1,10
78,罐装食品类,1,10
79,小吃类,1,10
80,个人护理类,1,10
81,其他类,1,10
82,杂货类,1,10
83,冷冻类,1,10
84,乳蛋类,1,10
85,肉品海鲜类,1,10
86,农产品类,1,10
87,小吃类,1,10
88,小吃类,1,10
89,烘焙类,1,10
90,储藏室类,1,10
91,国际类,1,10
92,婴幼儿类,1,10
93,烘焙类,1,10
94,婴幼儿类,1,10
95,饮料类,1,10
96,冷冻类,1,10
97,个人护理类,1,10
98,冷冻类,1,10
99,肉品海鲜类,1,10
100,小吃类,1,10
101,肉品海鲜类,1,10
102,酒类,1,10
103,小吃类,1,10
104,饮料类,1,10
105,早餐类,1,10
106,储藏室类,1,10
107,罐装食品类,1,10
108,干货面团类,1,10
109,农产品类,1,10
110,个人护理类,1,10
111,冷冻类,1,10
112,乳蛋类,1,10
113,国际类,1,10
114,个人护理类,1,10
115,饮料类,1,10
116,饮料类,1,10
117,早餐类,1,10
118,冷冻类,1,10
119,其他类,1,10
120,罐装食品类,1,10
121,罐装食品类,1,10
122,酒类,1,10
123,烘焙类,1,10
124,储藏室类,1,10
125,家居类,1,10
126,冷冻类,1,10
127,冷冻类,1,10
128,烘焙类,1,10
129,小吃类,1,10
130,干货面团类,1,10
131,杂货类,1,10
132,农产品类,1,10
133,冷冻类,1,10
134,冷冻类,1,10
135,小吃类,1,10
136,小吃类,1,10
137,酒类,1,10
138,小吃类,1,10
139,个人护理类,1,10
140,冷冻类,1,10
141,储藏室类,1,10
142,熟食类,1,10
143,个人护理类,1,10
144,酒类,1,10
145,乳蛋类,1,10
146,宠物类,1,10
147,小吃类,1,10
148,小吃类,1,10
149,杂货类,1,10
150,饮料类,1,10
151,杂货类,1,10
152,干货面团类,1,10
153,小吃类,1,10
154,家居类,1,10
155,肉品海鲜类,1,10
156,冷冻类,1,10
157,干货面团类,1,10
158,冷冻类,1,10
159,饮料类,1,10
160,饮料类,1,10
161,酒类,1,10
162,杂货类,1,10
163,饮料类,1,10
164,干货面团类,1,10
165,熟食类,1,10
166,宠物类,1,10
167,肉品海鲜类,1,10
168,冷冻类,1,10
169,个人护理类,1,10
170,杂货类,1,10
171,国际类,1,10
172,罐装食品类,1,10
173,个人护理类,1,10
174,冷冻类,1,10
175,乳蛋类,1,10
176,乳蛋类,1,10
177,冷冻类,1,10
178,小吃类,1,10
179,冷冻类,1,10
180,小吃类,1,10
181,宠物类,1,10
182,熟食类,1,10
183,罐装食品类,1,10
184,干货面团类,1,10
185,家居类,1,10
186,个人护理类,1,10
187,家居类,1,10
188,小吃类,1,10
189,熟食类,1,10
190,宠物类,1,10
191,冷冻类,1,10
192,家居类,1,10
193,家居类,1,10
194,个人护理类,1,10
195,家居类,1,10
196,饮料类,1,10
197,熟食类,1,10
198,早餐类,1,10
199,个人护理类,1,10
200,早餐类,1,10
201,小吃类,1,10
202,烘焙类,1,10
203,乳蛋类,1,10
204,国际类,1,10
205,冷冻类,1,10
206,冷冻类,1,10
207,酒类,1,10
208,饮料类,1,10
209,饮料类,1,10
210,储藏室类,1,10
211,个人护理类,1,10
212,冷冻类,1,10
213,个人护理类,1,10
214,冷冻类,1,10
215,其他类,1,10
216,干货面团类,1,10
217,个人护理类,1,10
218,宠物类,1,10
219,小吃类,1,10
220,小吃类,1,10
221,个人护理类,1,10
222,个人护理类,1,10
223,个人护理类,1,10
224,小吃类,1,10
225,个人护理类,1,10
226,个人护理类,1,10
227,罐装食品类,1,10
228,早餐类,1,10
229,罐装食品类,1,10
230,干货面团类,1,10
231,储藏室类,1,10
232,冷冻类,1,10
233,乳蛋类,1,10
234,婴幼儿类,1,10
235,婴幼儿类,1,10
236,储藏室类,1,10
237,国际类,1,10
238,罐装食品类,1,10
239,乳蛋类,1,10
240,乳蛋类,1,10
241,乳蛋类,1,10
242,杂货类,1,10
243,乳蛋类,1,10
244,小吃类,1,10
245,冷冻类,1,10
246,干货面团类,1,10
247,家居类,1,10
248,小吃类,1,10
249,其他类,1,10
250,罐装食品类,1,10
251,罐装食品类,1,10
252,饮料类,1,10
253,个人护理类,1,10
254,早餐类,1,10
255,家居类,1,10
256,家居类,1,10
257,烘焙类,1,10
258,个人护理类,1,10
259,家居类,1,10
260,小吃类,1,10
261,杂货类,1,10
262,乳蛋类,1,10
263,个人护理类,1,10
264,小吃类,1,10
265,个人护理类,1,10
266,个人护理类,1,10
267,家居类,1,10
268,饮料类,1,10
269,冷冻类,1,10
270,冷冻类,1,10
271,冷冻类,1,10
272,干货面团类,1,10
273,饮料类,1,10
274,干货面团类,1,10
275,酒类,1,10
276,乳蛋类,1,10
277,饮料类,1,10
278,饮料类,1,10
279,个人护理类,1,10
280,个人护理类,1,10
281,家居类,1,10
282,烘焙类,1,10
283,个人护理类,1,10
284,小吃类,1,10
285,储藏室类,1,10
286,储藏室类,1,10
287,个人护理类,1,10
288,个人护理类,1,10
289,个人护理类,1,10
290,冷冻类,1,10
291,婴幼儿类,1,10
292,个人护理类,1,10
293,饮料类,1,10
294,熟食类,1,10
295,熟食类,1,10
296,宠物类,1,10
297,熟食类,1,10
298,乳蛋类,1,10
299,家居类,1,10
300,家居类,1,10
301,个人护理类,1,10
302,冷冻类,1,10
303,储藏室类,1,10
304,冷冻类,1,10
305,冷冻类,1,10
306,早餐类,1,10
307,烘焙类,1,10
308,个人护理类,1,10
309,储藏室类,1,10
310,烘焙类,1,10
311,个人护理类,1,10
312,个人护理类,1,10
313,个人护理类,1,10
314,个人护理类,1,10
315,个人护理类,1,10
316,家居类,1,10
317,农产品类,1,10
318,罐装食品类,1,10
319,农产品类,1,10
320,熟食类,1,10
321,熟食类,1,10
322,宠物类,1,10
323,早餐类,1,10
324,冷冻类,1,10
325,杂货类,1,10
326,个人护理类,1,10
327,小吃类,1,10
328,小吃类,1,10
329,饮料类,1,10
330,家居类,1,10
331,冷冻类,1,10
332,干货面团类,1,10
333,个人护理类,1,10
334,酒类,1,10
335,农产品类,1,10
336,饮料类,1,10
337,冷冻类,1,10
338,国际类,1,10
339,个人护理类,1,10
340,个人护理类,1,10
341,储藏室类,1,10
342,储藏室类,1,10
343,小吃类,1,10
344,储藏室类,1,10
345,家居类,1,10
346,家居类,1,10
347,烘焙类,1,10
348,早餐类,1,10
349,储藏室类,1,10
350,小吃类,1,10
351,冷冻类,1,10
352,烘焙类,1,10
353,储藏室类,1,10
354,小吃类,1,10
355,早餐类,1,10
356,小吃类,1,10
357,冷冻类,1,10
358,小吃类,1,10
359,干货面团类,1,10
360,冷冻类,1,10
361,烘焙类,1,10
362,烘焙类,1,10
363,烘焙类,1,10
364,小吃类,1,10
365,烘焙类,1,10
366,乳蛋类,1,10
367,乳蛋类,1,10
368,其他类,1,10
369,烘焙类,1,10
370,储藏室类,1,10
371,婴幼儿类,1,10
372,早餐类,1,10
373,农产品类,1,10
374,饮料类,1,10
375,肉品海鲜类,1,10
376,乳蛋类,1,10
377,乳蛋类,1,10
378,乳蛋类,1,10
379,储藏室类,1,10
380,农产品类,1,10
381,宠物类,1,10
382,小吃类,1,10
383,储藏室类,1,10
384,肉品海鲜类,1,10
385,烘焙类,1,10
386,个人护理类,1,10
387,个人护理类,1,10
388,熟食类,1,10
389,饮料类,1,10
390,小吃类,1,10
391,熟食类,1,10
392,宠物类,1,10
393,罐装食品类,1,10
394,个人护理类,1,10
395,杂货类,1,10
396,饮料类,1,10
397,个人护理类,1,10
398,个人护理类,1,10
399,罐装食品类,1,10
400,罐装食品类,1,10
401,罐装食品类,1,10
402,农产品类,1,10
403,其他类,1,10
404,乳蛋类,1,10
405,个人护理类,1,10
406,冷冻类,1,10
407,个人护理类,1,10
408,农产品类,1,10
409,小吃类,1,10
410,乳蛋类,1,10
411,饮料类,1,10
412,饮料类,1,10
413,储藏室类,1,10
414,冷冻类,1,10
415,罐装食品类,1,10
416,冷冻类,1,10
417,干货面团类,1,10
418,婴幼儿类,1,10
419,小吃类,1,10
420,小吃类,1,10
421,小吃类,1,10
422,酒类,1,10
423,农产品类,1,10
424,小吃类,1,10
425,个人护理类,1,10
426,干货面团类,1,10
427,熟食类,1,10
428,其他类,1,10
429,冷冻类,1,10
430,小吃类,1,10
431,酒类,1,10
432,冷冻类,1,10
433,乳蛋类,1,10
434,婴幼儿类,1,10
435,家居类,1,10
436,乳蛋类,1,10
437,罐装食品类,1,10
438,冷冻类,1,10
439,冷冻类,1,10
440,国际类,1,10
441,饮料类,1,10
442,酒类,1,10
443,小吃类,1,10
444,婴幼儿类,1,10
445,小吃类,1,10
446,早餐类,1,10
447,婴幼儿类,1,10
448,储藏室类,1,10
449,个人护理类,1,10
450,饮料类,1,10
451,饮料类,1,10
452,农产品类,1,10
453,乳蛋类,1,10
454,婴幼儿类,1,10
455,个人护理类,1,10
456,个人护理类,1,10
457,个人护理类,1,10
458,储藏室类,1,10
459,饮料类,1,10
460,农产品类,1,10
461,储藏室类,1,10
462,饮料类,1,10
463,储藏室类,1,10
464,饮料类,1,10
465,乳蛋类,1,10
466,乳蛋类,1,10
467,储藏室类,1,10
468,罐装食品类,1,10
469,罐装食品类,1,10
470,罐装食品类,1,10
471,小吃类,1,10
472,小吃类,1,10
473,婴幼儿类,1,10
474,家居类,1,10
475,干货面团类,1,10
476,饮料类,1,10
477,家居类,1,10
478,早餐类,1,10
479,罐装食品类,1,10
480,乳蛋类,1,10
481,乳蛋类,1,10
482,冷冻类,1,10
483,个人护理类,1,10
484,农产品类,1,10
485,小吃类,1,10
486,储藏室类,1,10
487,冷冻类,1,10
488,小吃类,1,10
489,小吃类,1,10
490,小吃类,1,10
491,烘焙类,1,10
492,小吃类,1,10
493,个人护理类,1,10
494,个人护理类,1,10
495,国际类,1,10
496,个人护理类,1,10
497,冷冻类,1,10
498,宠物类,1,10
499,个人护理类,1,10
500,个人护理类,1,10
501,干货面团类,1,10
502,储藏室类,1,10
503,储藏室类,1,10
504,储藏室类,1,10
505,农产品类,1,10
506,乳蛋类,1,10
507,个人护理类,1,10
508,熟食类,1,10
509,杂货类,1,10
510,国际类,1,10
511,熟食类,1,10
512,乳蛋类,1,10
513,储藏室类,1,10
514,小吃类,1,10
515,宠物类,1,10
516,小吃类,1,10
517,农产品类,1,10
518,宠物类,1,10
519,个人护理类,1,10
520,小吃类,1,10
521,冷冻类,1,10
522,烘焙类,1,10
523,饮料类,1,10
524,国际类,1,10
525,个人护理类,1,10
526,个人护理类,1,10
527,家居类,1,10
528,冷冻类,1,10
529,饮料类,1,10
530,家居类,1,10
531,个人护理类,1,10
532,家居类,1,10
533,乳蛋类,1,10
534,饮料类,1,10
535,国际类,1,10
536,熟食类,1,10
537,个人护理类,1,10
538,储藏室类,1,10
539,熟食类,1,10
540,早餐类,1,10
541,饮料类,1,10
542,个人护理类,1,10
543,储藏室类,1,10
544,肉品海鲜类,1,10
545,肉品海鲜类,1,10
546,个人护理类,1,10
547,个人护理类,1,10
548,冷冻类,1,10
549,罐装食品类,1,10
550,饮料类,1,10
551,乳蛋类,1,10
552,储藏室类,1,10
553,家居类,1,10
554,酒类,1,10
555,个人护理类,1,10
556,饮料类,1,10
557,小吃类,1,10
558,早餐类,1,10
559,烘焙类,1,10
560,小吃类,1,10
561,早餐类,1,10
562,小吃类,1,10
563,乳蛋类,1,10
564,小吃类,1,10
565,储藏室类,1,10
566,个人护理类,1,10
567,烘焙类,1,10
568,小吃类,1,10
569,个人护理类,1,10
570,储藏室类,1,10
571,个人护理类,1,10
572,饮料类,1,10
573,个人护理类,1,10
574,饮料类,1,10
575,饮料类,1,10
576,饮料类,1,10
577,储藏室类,1,10
578,储藏室类,1,10
579,早餐类,1,10
580,小吃类,1,10
581,饮料类,1,10
582,农产品类,1,10
583,干货面团类,1,10
584,罐装食品类,1,10
585,宠物类,1,10
586,罐装食品类,1,10
587,肉品海鲜类,1,10
588,罐装食品类,1,10
589,饮料类,1,10
590,储藏室类,1,10
591,早餐类,1,10
592,储藏室类,1,10
593,储藏室类,1,10
594,个人护理类,1,10
595,早餐类,1,10
596,罐装食品类,1,10
597,储藏室类,1,10
598,冷冻类,1,10
599,个人护理类,1,10
600,冷冻类,1,10
601,储藏室类,1,10
602,农产品类,1,10
603,个人护理类,1,10
604,储藏室类,1,10
605,饮料类,1,10
606,农产品类,1,10
607,饮料类,1,10
608,储藏室类,1,10
609,小吃类,1,10
610,小吃类,1,10
611,小吃类,1,10
612,个人护理类,1,10
613,饮料类,1,10
614,个人护理类,1,10
615,储藏室类,1,10
616,早餐类,1,10
617,储藏室类,1,10
618,饮料类,1,10
619,冷冻类,1,10
620,早餐类,1,10
621,储藏室类,1,10
622,农产品类,1,10
623,小吃类,1,10
624,饮料类,1,10
625,乳蛋类,1,10
626,婴幼儿类,1,10
627,小吃类,1,10
628,烘焙类,1,10
629,农产品类,1,10
630,杂货类,1,10
631,干货面团类,1,10
632,干货面团类,1,10
633,储藏室类,1,10
634,饮料类,1,10
635,冷冻类,1,10
636,农产品类,1,10
637,储藏室类,1,10
638,罐装食品类,1,10
639,罐装食品类,1,10
640,早餐类,1,10
641,农产品类,1,10
642,小吃类,1,10
643,农产品类,1,10
644,小吃类,1,10
645,饮料类,1,10
646,乳蛋类,1,10
647,烘焙类,1,10
648,小吃类,1,10
649,婴幼儿类,1,10
650,饮料类,1,10
651,农产品类,1,10
652,小吃类,1,10
653,小吃类,1,10
654,农产品类,1,10
655,熟食类,1,10
656,饮料类,1,10
657,乳蛋类,1,10
658,乳蛋类,1,10
659,小吃类,1,10
660,储藏室类,1,10
661,干货面团类,1,10
662,婴幼儿类,1,10
663,储藏室类,1,10
664,干货面团类,1,10
665,个人护理类,1,10
666,宠物类,1,10
667,饮料类,1,10
668,乳蛋类,1,10
669,乳蛋类,1,10
670,宠物类,1,10
671,个人护理类,1,10
672,个人护理类,1,10
673,储藏室类,1,10
674,其他类,1,10
675,小吃类,1,10
676,小吃类,1,10
677,个人护理类,1,10
678,烘焙类,1,10
679,储藏室类,1,10
680,储藏室类,1,10
681,冷冻类,1,10
682,冷冻类,1,10
683,国际类,1,10
684,酒类,1,10
685,家居类,1,10
686,杂货类,1,10
687,熟食类,1,10
688,家居类,1,10
689,个人护理类,1,10
690,烘焙类,1,10
691,乳蛋类,1,10
692,杂货类,1,10
693,储藏室类,1,10
694,储藏室类,1,10
695,储藏室类,1,10
696,乳蛋类,1,10
697,饮料类,1,10
698,干货面团类,1,10
699,冷冻类,1,10
700,冷冻类,1,10
701,小吃类,1,10
702,小吃类,1,10
703,冷冻类,1,10
704,冷冻类,1,10
705,干货面团类,1,10
706,婴幼儿类,1,10
707,杂货类,1,10
708,干货面团类,1,10
709,乳蛋类,1,10
710,小吃类,1,10
711,肉品海鲜类,1,10
712,冷冻类,1,10
713,家居类,1,10
714,个人护理类,1,10
715,冷冻类,1,10
716,乳蛋类,1,10
717,冷冻类,1,10
718,小吃类,1,10
719,个人护理类,1,10
720,其他类,1,10
721,宠物类,1,10
722,储藏室类,1,10
723,小吃类,1,10
724,饮料类,1,10
725,饮料类,1,10
726,冷冻类,1,10
727,酒类,1,10
728,小吃类,1,10
729,国际类,1,10
730,冷冻类,1,10
731,个人护理类,1,10
732,杂货类,1,10
733,家居类,1,10
734,个人护理类,1,10
735,饮料类,1,10
736,个人护理类,1,10
737,干货面团类,1,10
738,小吃类,1,10
739,宠物类,1,10
740,烘焙类,1,10
741,冷冻类,1,10
742,个人护理类,1,10
743,饮料类,1,10
744,饮料类,1,10
745,肉品海鲜类,1,10
746,饮料类,1,10
747,冷冻类,1,10
748,饮料类,1,10
749,冷冻类,1,10
750,乳蛋类,1,10
751,个人护理类,1,10
752,个人护理类,1,10
753,个人护理类,1,10
754,宠物类,1,10
755,宠物类,1,10
756,宠物类,1,10
757,个人护理类,1,10
758,小吃类,1,10
759,干货面团类,1,10
760,宠物类,1,10
761,婴幼儿类,1,10
762,储藏室类,1,10
763,饮料类,1,10
764,储藏室类,1,10
765,乳蛋类,1,10
766,储藏室类,1,10
767,家居类,1,10
768,家居类,1,10
769,家居类,1,10
770,储藏室类,1,10
771,干货面团类,1,10
772,饮料类,1,10
773,农产品类,1,10
774,烘焙类,1,10
775,国际类,1,10
776,杂货类,1,10
777,乳蛋类,1,10
778,储藏室类,1,10
779,个人护理类,1,10
780,储藏室类,1,10
781,农产品类,1,10
782,农产品类,1,10
783,罐装食品类,1,10
784,储藏室类,1,10
785,农产品类,1,10
786,罐装食品类,1,10
787,罐装食品类,1,10
788,储藏室类,1,10
789,烘焙类,1,10
790,小吃类,1,10
791,个人护理类,1,10
792,罐装食品类,1,10
793,乳蛋类,1,10
794,其他类,1,10
795,家居类,1,10
796,个人护理类,1,10
797,储藏室类,1,10
798,乳蛋类,1,10
799,早餐类,1,10
800,国际类,1,10
801,酒类,1,10
802,小吃类,1,10
803,干货面团类,1,10
804,干货面团类,1,10
805,个人护理类,1,10
806,储藏室类,1,10
807,其他类,1,10
808,小吃类,1,10
809,早餐类,1,10
810,家居类,1,10
811,储藏室类,1,10
812,储藏室类,1,10
813,小吃类,1,10
814,小吃类,1,10
815,乳蛋类,1,10
816,个人护理类,1,10
817,小吃类,1,10
818,储藏室类,1,10
819,罐装食品类,1,10
820,国际类,1,10
821,储藏室类,1,10
822,宠物类,1,10
823,冷冻类,1,10
824,酒类,1,10
825,烘焙类,1,10
826,小吃类,1,10
827,小吃类,1,10
828,小吃类,1,10
829,国际类,1,10
830,烘焙类,1,10
831,乳蛋类,1,10
832,个人护理类,1,10
833,个人护理类,1,10
834,小吃类,1,10
835,饮料类,1,10
836,个人护理类,1,10
837,乳蛋类,1,10
838,个人护理类,1,10
839,储藏室类,1,10
840,个人护理类,1,10
841,乳蛋类,1,10
842,农产品类,1,10
843,储藏室类,1,10
844,储藏室类,1,10
845,国际类,1,10
846,熟食类,1,10
847,冷冻类,1,10
848,个人护理类,1,10
849,冷冻类,1,10
850,个人护理类,1,10
851,个人护理类,1,10
852,家居类,1,10
853,罐装食品类,1,10
854,熟食类,1,10
855,罐装食品类,1,10
856,家居类,1,10
857,冷冻类,1,10
858,冷冻类,1,10
859,家居类,1,10
860,宠物类,1,10
861,个人护理类,1,10
862,杂货类,1,10
863,个人护理类,1,10
864,小吃类,1,10
865,熟食类,1,10
866,肉品海鲜类,1,10
867,储藏室类,1,10
868,储藏室类,1,10
869,家居类,1,10
870,小吃类,1,10
871,个人护理类,1,10
872,小吃类,1,10
873,国际类,1,10
874,家居类,1,10
875,罐装食品类,1,10
876,酒类,1,10
877,个人护理类,1,10
878,罐装食品类,1,10
879,罐装食品类,1,10
880,小吃类,1,10
881,烘焙类,1,10
882,冷冻类,1,10
883,熟食类,1,10
884,小吃类,1,10
885,饮料类,1,10
886,饮料类,1,10
887,早餐类,1,10
888,早餐类,1,10
889,早餐类,1,10
890,冷冻类,1,10
891,国际类,1,10
892,个人护理类,1,10
893,烘焙类,1,10
894,杂货类,1,10
895,干货面团类,1,10
896,个人护理类,1,10
897,个人护理类,1,10
898,乳蛋类,1,10
899,烘焙类,1,10
900,家居类,1,10
901,小吃类,1,10
902,婴幼儿类,1,10
903,冷冻类,1,10
904,酒类,1,10
905,小吃类,1,10
906,小吃类,1,10
907,酒类,1,10
908,个人护理类,1,10
909,干货面团类,1,10
910,乳蛋类,1,10
911,饮料类,1,10
912,小吃类,1,10
913,小吃类,1,10
914,乳蛋类,1,10
915,饮料类,1,10
916,个人护理类,1,10
917,小吃类,1,10
918,乳蛋类,1,10
919,储藏室类,1,10
920,储藏室类,1,10
921,饮料类,1,10
922,小吃类,1,10
923,干货面团类,1,10
924,个人护理类,1,10
925,个人护理类,1,10
926,家居类,1,10
927,个人护理类,1,10
928,储藏室类,1,10
929,家居类,1,10
930,婴幼儿类,1,10
931,个人护理类,1,10
932,干货面团类,1,10
933,小吃类,1,10
934,储藏室类,1,10
935,储藏室类,1,10
936,农产品类,1,10
937,小吃类,1,10
938,小吃类,1,10
939,干货面团类,1,10
940,冷冻类,1,10
941,冷冻类,1,10
942,婴幼儿类,1,10
943,饮料类,1,10
944,冷冻类,1,10
945,小吃类,1,10
946,个人护理类,1,10
947,国际类,1,10
948,家居类,1,10
949,小吃类,1,10
950,乳蛋类,1,10
951,熟食类,1,10
952,婴幼儿类,1,10
953,个人护理类,1,10
954,饮料类,1,10
955,宠物类,1,10
956,小吃类,1,10
957,干货面团类,1,10
958,饮料类,1,10
959,冷冻类,1,10
960,小吃类,1,10
961,个人护理类,1,10
962,冷冻类,1,10
963,国际类,1,10
964,储藏室类,1,10
965,小吃类,1,10
966,宠物类,1,10
967,家居类,1,10
968,小吃类,1,10
969,小吃类,1,10
970,婴幼儿类,1,10
971,国际类,1,10
972,家居类,1,10
973,家居类,1,10
974,储藏室类,1,10
975,干货面团类,1,10
976,储藏室类,1,10
977,烘焙类,1,10
978,干货面团类,1,10
979,个人护理类,1,10
980,烘焙类,1,10
981,小吃类,1,10
982,个人护理类,1,10
983,家居类,1,10
984,饮料类,1,10
985,乳蛋类,1,10
986,个人护理类,1,10
987,家居类,1,10
988,小吃类,1,10
989,乳蛋类,1,10
990,宠物类,1,10
991,肉品海鲜类,1,10
992,小吃类,1,10
993,熟食类,1,10
994,肉品海鲜类,1,10
995,农产品类,1,10
996,农产品类,1,10
997,个人护理类,1,10
998,个人护理类,1,10
999,国际类,1,10
1000,个人护理类,1,10
1001,个人护理类,1,10
1002,其他类,1,10
1003,家居类,1,10
1004,早餐类,1,10
1005,个人护理类,1,10
1006,乳蛋类,1,10
1007,冷冻类,1,10
1008,早餐类,1,10
1009,冷冻类,1,10
1010,婴幼儿类,1,10
1011,家居类,1,10
1012,饮料类,1,10
1013,饮料类,1,10
1014,乳蛋类,1,10
1015,饮料类,1,10
1016,小吃类,1,10
1017,饮料类,1,10
1018,饮料类,1,10
1019,小吃类,1,10
1020,饮料类,1,10
1021,小吃类,1,10
1022,乳蛋类,1,10
1023,小吃类,1,10
1024,冷冻类,1,10
1025,饮料类,1,10
1026,乳蛋类,1,10
1027,储藏室类,1,10
1028,饮料类,1,10
1029,小吃类,1,10
1030,个人护理类,1,10
1031,冷冻类,1,10
1032,储藏室类,1,10
1033,罐装食品类,1,10
1034,熟食类,1,10
1035,储藏室类,1,10
1036,婴幼儿类,1,10
1037,储藏室类,1,10
1038,饮料类,1,10
1039,个人护理类,1,10
1040,饮料类,1,10
1041,酒类,1,10
1042,国际类,1,10
1043,饮料类,1,10
1044,个人护理类,1,10
1045,个人护理类,1,10
1046,饮料类,1,10
1047,早餐类,1,10
1048,国际类,1,10
1049,小吃类,1,10
1050,家居类,1,10
1051,个人护理类,1,10
1052,罐装食品类,1,10
1053,家居类,1,10
1054,家居类,1,10
1055,婴幼儿类,1,10
1056,小吃类,1,10
1057,个人护理类,1,10
1058,烘焙类,1,10
1059,农产品类,1,10
1060,冷冻类,1,10
1061,乳蛋类,1,10
1062,乳蛋类,1,10
1063,冷冻类,1,10
1064,烘焙类,1,10
1065,烘焙类,1,10
1066,烘焙类,1,10
1067,干货面团类,1,10
1068,家居类,1,10
1069,小吃类,1,10
1070,个人护理类,1,10
1071,罐装食品类,1,10
1072,饮料类,1,10
1073,农产品类,1,10
1074,婴幼儿类,1,10
1075,饮料类,1,10
1076,家居类,1,10
1077,个人护理类,1,10
1078,家居类,1,10
1079,杂货类,1,10
1080,婴幼儿类,1,10
1081,饮料类,1,10
1082,乳蛋类,1,10
1083,乳蛋类,1,10
1084,乳蛋类,1,10
1085,其他类,1,10
1086,乳蛋类,1,10
1087,饮料类,1,10
1088,饮料类,1,10
1089,家居类,1,10
